ID,Text,Label
1006,So this is what it feels like to be relaxed? I feel like I'm on vacation #Icome1st #GoodVibes #foundmyzen ,1
1007,"thank you Mike, i was at traditional Finnis sauna and i feel so relaxed after #eurotestconf",1
1008,My skin is clear and shining i feel relaxed everything's good,1
1009,Country songs make me feel like I'm doing life wrong because im not on a beach and relaxed and happy,1
1010,"I truly enjoy helping others. Making them feel relaxed, feel good, feel certain of themselves and their lives. Feels so good to me ",1
1011,"So ready for my day off work on Tuesday, but I feel like spending all day walking round the Trafford Centre isn't gonna leave me too relaxed",1
1012,but being a skinny nigga man I feel so relaxed and I like to relaxed. After you hit them weights it's addicting.,1
1013,I'm oddly relaxed rn... doesn't feel right  school's got fucked up lol,1
1014,that is were I feel relaxed.,1
1015,I closed my eyes while listening to this and I actually feel so relaxed this is so catchy loved it thank you so much.  https://twitter.com/JackJ/status/826035026802274305 …,1
1016,I feel relaxed only when I study very keenly and that thing makes me feel satisfactory.,1
1017,#SoothingSunday I feel relaxed just watching this! Beautifully soothing treatment with all the benefits of... http://fb.me/1MrXlSkzn ,1
1018,For the first time in idk how long I'm actually p relaxed & don't feel bad abt being in bed & not working,1
1019,This little getaway was exactly what I needed. I feel so relaxed ,1
